amount,balance,hour,day,time_since_last,distance,speed,merchant_risk,cardholder_risk,device,ip_risk,z_score,is_fraud
50,4899,8,0,1312.20,2,34,0.04,0.01,1,0.07,0.29,0
88,4435,11,1,1336.91,5,40,0.07,0.19,1,0.06,-0.04,0
55,4658,9,3,1436.02,1,36,0.09,0.16,1,0.09,-0.02,0
55,5348,12,4,1219.18,0,41,0.09,0.10,1,0.10,-0.23,0
60,4286,8,2,1507.97,2,35,0.07,0.07,1,0.06,-0.19,0
48,4144,13,1,1513.86,-2,43,0.13,0.06,1,0.01,0.99,0
72,5438,17,1,1432.01,-3,51,0.01,0.14,1,0.01,0.22,0
86,4875,15,1,1704.82,2,25,0.08,0.15,1,0.09,-0.80,0
40,6286,13,0,1365.08,4,24,0.09,0.08,1,0.08,-0.01,0
67,3769,9,0,1485.31,9,43,0.19,0.20,1,0.04,-0.03,0
53,4788,8,2,1515.50,-3,37,0.00,0.10,1,0.08,1.30,0
47,3809,18,1,1701.09,3,40,0.07,0.07,1,0.09,-0.01,0
86,2091,16,0,1465.83,4,20,0.13,0.11,1,0.03,-0.30,0
27,5084,14,1,1220.92,3,22,0.18,0.19,1,0.07,-0.71,0
105,4881,12,0,1730.39,2,43,0.14,0.14,1,0.02,-0.05,0
47,6091,20,1,1208.42,5,50,0.08,0.10,1,0.09,0.36,0
64,4752,17,1,1337.83,9,31,0.00,0.14,1,0.01,0.54,0
49,5469,18,3,1654.80,7,41,0.16,0.12,1,0.03,-0.17,0
47,4624,15,1,1810.78,10,16,0.13,0.08,1,0.03,-0.64,0
85,4589,13,2,1454.52,3,33,0.03,0.19,1,0.09,-0.95,0
49,3922,20,1,1711.66,0,39,0.03,0.02,1,0.05,-0.54,0
41,5134,12,4,1212.39,6,40,0.10,0.04,1,0.01,-0.31,0
22,4201,12,1,1247.45,4,15,0.11,0.02,1,0.10,-1.14,0
45,4373,8,3,1271.67,4,32,0.15,0.10,1,0.03,-0.13,0
56,5075,18,3,1499.59,5,60,0.14,0.10,1,0.02,0.21,0
73,5057,14,3,1541.98,7,41,0.18,0.19,1,0.09,-0.03,0
31,7104,8,3,1493.40,10,9,0.13,0.13,1,0.02,-0.35,0
50,5815,14,1,1088.13,6,35,0.19,0.05,1,0.05,0.49,0
28,5008,15,4,1066.46,-1,9,0.00,0.06,1,0.03,0.14,0
40,4713,15,1,1374.10,7,29,0.13,0.05,1,0.04,0.37,0
62,6858,17,2,1339.37,2,24,0.05,0.12,1,0.08,-0.62,0
48,6220,12,2,1107.76,10,35,0.15,0.04,1,0.05,0.37,0
60,6137,14,0,1370.49,6,14,0.03,0.06,1,0.02,-0.48,0
63,5278,10,3,1444.64,4,25,0.18,0.04,1,0.08,-0.16,0
55,4959,19,0,1339.97,7,20,0.08,0.18,1,0.04,1.22,0
65,5534,20,3,1632.78,5,24,0.08,0.12,1,0.09,-0.52,0
47,4835,13,3,1547.13,2,13,0.11,0.02,1,0.09,0.18,0
69,4787,14,1,1299.29,7,18,0.10,0.13,1,0.06,0.59,0
46,5123,14,3,1476.02,5,19,0.09,0.03,1,0.05,-0.06,0
21,5727,20,2,1357.63,8,29,0.04,0.02,1,0.03,0.80,0
58,4388,17,4,1339.87,5,49,0.08,0.17,1,0.03,-0.35,0
65,4705,19,1,1755.14,5,43,0.09,0.07,1,0.04,-0.28,0
31,4965,17,3,1774.17,12,37,0.15,0.05,1,0.03,-0.49,0
54,6568,18,4,1470.13,8,23,0.11,0.04,1,0.05,1.28,0
38,4674,13,4,1764.15,4,14,0.13,0.19,1,0.08,0.16,0
57,4922,15,0,1606.59,7,38,0.14,0.07,1,0.02,0.13,0
22,5442,17,3,983.35,4,35,0.01,0.18,1,0.06,0.08,0
51,6212,15,0,1655.49,2,26,0.09,0.13,1,0.08,0.09,0
103,4242,19,4,1658.65,5,27,0.12,0.04,1,0.08,-0.41,0
76,6056,16,0,1168.31,1,22,0.14,0.07,1,0.02,0.00,0
44,4429,9,0,1763.22,2,7,0.02,0.05,1,0.01,-0.30,0
53,5279,9,1,1566.52,1,7,0.12,0.10,1,0.03,-0.49,0
98,5666,13,2,1519.28,4,31,0.03,0.09,1,0.06,-0.77,0
45,4906,8,2,1100.56,4,29,0.17,0.02,1,0.03,0.38,0
53,3788,18,3,1041.40,3,36,0.19,0.04,1,0.07,-0.61,0
60,6702,9,2,1364.81,6,38,0.14,0.20,1,0.07,-0.29,0
94,4302,15,0,1636.92,7,38,0.19,0.04,1,0.05,0.23,0
38,5803,8,4,1665.73,2,22,0.10,0.15,1,0.04,-0.18,0
54,5972,10,0,1439.24,5,35,0.19,0.02,1,0.03,0.27,0
67,6506,15,0,1544.33,3,27,0.13,0.08,1,0.05,0.00,0
65,3550,12,3,1246.81,3,23,0.16,0.18,1,0.02,-0.69,0
103,5669,11,1,1174.13,4,5,0.16,0.15,1,0.01,-0.15,0
83,5113,20,1,1949.21,10,25,0.17,0.19,1,0.10,-0.73,0
81,4528,10,2,1969.25,9,44,0.18,0.14,1,0.04,-0.20,0
57,5449,11,2,1158.09,5,37,0.18,0.16,1,0.02,0.64,0
71,6158,12,3,1214.48,12,16,0.04,0.12,1,0.02,0.47,0
28,6265,13,1,1387.61,-2,47,0.07,0.19,1,0.09,-0.54,0
94,2656,20,0,1340.82,-2,30,0.13,0.08,1,0.09,0.04,0
51,5611,11,4,1644.61,4,41,0.20,0.18,1,0.02,-0.72,0
19,5641,17,1,1269.80,7,38,0.12,0.16,1,0.07,-0.39,0
66,3497,14,0,1186.63,2,42,0.04,0.18,1,0.05,-0.70,0
83,4261,16,4,1482.91,4,15,0.00,0.14,1,0.08,-0.35,0
85,2980,10,2,1884.10,4,28,0.15,0.12,1,0.09,0.36,0
27,4081,19,3,1410.02,8,35,0.14,0.10,1,0.00,-0.58,0
79,5443,12,1,1348.77,7,27,0.00,0.17,1,0.09,0.36,0
36,5692,19,4,1516.41,12,22,0.11,0.06,1,0.02,-0.22,0
87,4528,10,2,1231.41,6,26,0.19,0.05,1,0.07,0.22,0
40,3845,18,0,1455.39,3,26,0.08,0.03,1,0.03,-0.06,0
71,6237,20,3,1220.96,6,32,0.18,0.09,1,0.00,-0.29,0
54,5990,18,3,1820.58,4,47,0.17,0.01,1,0.03,0.36,0
60,5223,17,0,1419.09,1,35,0.03,0.16,1,0.04,0.96,0
77,4463,17,1,1596.01,6,33,0.02,0.13,1,0.05,0.70,0
63,4884,13,3,1755.54,2,21,0.08,0.02,1,0.02,-0.01,0
69,2994,15,2,1806.07,6,43,0.12,0.09,1,0.02,-0.36,0
78,3502,20,0,1627.93,6,44,0.05,0.11,1,0.08,-0.65,0
87,3629,19,2,1496.84,11,39,0.06,0.20,1,0.08,-0.29,0
54,5147,10,0,1497.43,4,32,0.10,0.02,1,0.07,0.92,0
69,4734,11,4,1534.75,11,15,0.06,0.01,1,0.07,0.88,0
76,6176,16,1,1307.89,3,44,0.19,0.09,1,0.08,-0.27,0
23,4731,20,3,1311.82,2,16,0.19,0.12,1,0.01,-0.01,0
78,5905,14,4,1832.57,3,24,0.10,0.05,1,0.09,-0.01,0
93,3738,20,3,819.90,6,24,0.08,0.00,1,0.06,0.08,0
39,4795,16,0,1818.10,8,44,0.02,0.02,1,0.00,-0.09,0
97,5319,9,4,1550.34,11,46,0.05,0.07,1,0.09,0.22,0
69,3122,12,1,1658.64,-2,33,0.10,0.17,1,0.05,-0.09,0
41,6248,10,3,979.59,5,16,0.17,0.05,1,0.06,-0.03,0
53,3840,14,3,1622.25,5,20,0.19,0.16,1,0.08,-0.42,0
52,4672,10,0,1591.31,3,38,0.05,0.08,1,0.10,-0.45,0
47,3644,20,0,1434.85,2,45,0.16,0.11,1,0.00,-0.47,0
49,5149,10,3,1239.84,7,24,0.12,0.18,1,0.03,0.47,0
75,5670,18,2,1379.72,4,33,0.02,0.06,1,0.05,0.98,0
69,5773,14,0,1825.48,5,37,0.02,0.19,1,0.01,-0.03,0
74,4937,11,0,1513.62,13,31,0.03,0.19,1,0.07,-0.13,0
40,5766,16,2,1434.00,3,23,0.04,0.15,1,0.08,0.76,0
56,5683,16,1,1173.68,3,22,0.09,0.08,1,0.07,0.61,0
65,5604,20,2,1332.11,6,43,0.06,0.08,1,0.09,-0.09,0
69,5963,11,2,1375.88,3,23,0.03,0.04,1,0.06,0.04,0
79,7148,11,1,1404.02,4,37,0.13,0.01,1,0.10,0.12,0
66,4353,17,0,1743.60,3,41,0.07,0.05,1,0.09,-0.32,0
25,5399,17,2,1233.56,7,40,0.14,0.05,1,0.06,0.15,0
83,5429,13,2,1246.87,5,33,0.18,0.05,1,0.01,-0.14,0
63,4435,11,3,1735.70,2,33,0.01,0.04,1,0.01,0.08,0
66,5389,13,4,1538.16,6,45,0.04,0.03,1,0.09,0.24,0
27,4988,14,4,1495.73,7,28,0.15,0.01,1,0.02,-1.08,0
106,4170,20,0,1758.70,7,25,0.09,0.04,1,0.07,0.21,0
45,4021,12,0,1355.10,5,21,0.20,0.12,1,0.03,-0.01,0
44,5118,19,1,1182.98,1,31,0.11,0.09,1,0.09,-0.14,0
60,4475,19,0,1552.67,3,36,0.07,0.10,1,0.09,-0.50,0
60,4443,12,4,1299.37,0,37,0.01,0.01,1,0.03,0.16,0
45,4124,9,3,1375.26,4,23,0.19,0.15,1,0.08,-0.38,0
29,4406,14,4,1735.25,9,43,0.06,0.06,1,0.10,-1.10,0
59,4934,11,1,1659.58,-1,40,0.14,0.07,1,0.01,0.44,0
42,4318,13,1,1391.27,4,21,0.19,0.02,1,0.02,-0.33,0
64,5433,9,1,1325.77,3,45,0.05,0.06,1,0.06,-0.16,0
69,3530,17,4,1590.56,4,20,0.01,0.12,1,0.08,-0.59,0
35,4292,20,0,1526.98,10,20,0.14,0.10,1,0.05,-0.35,0
60,4203,19,1,1494.76,3,40,0.15,0.19,1,0.10,0.08,0
75,4096,12,4,1314.97,8,33,0.13,0.06,1,0.05,0.52,0
31,4518,16,0,1358.74,5,44,0.00,0.13,1,0.07,-0.96,0
40,5454,12,1,1522.67,4,45,0.11,0.08,1,0.08,-0.25,0
24,6386,9,2,1367.99,8,37,0.03,0.11,1,0.08,0.11,0
63,6615,9,0,1351.66,8,48,0.13,0.19,1,0.03,-0.97,0
28,6005,10,3,1417.33,5,27,0.16,0.01,1,0.06,-0.09,0
44,4196,8,4,1569.52,6,40,0.13,0.19,1,0.03,0.10,0
93,5829,18,1,947.91,5,42,0.13,0.01,1,0.05,-0.05,0
53,2972,17,2,1629.95,8,23,0.13,0.09,1,0.05,0.05,0
73,4816,8,0,1566.56,3,19,0.08,0.10,1,0.05,0.38,0
55,5869,20,1,1760.94,4,4,0.13,0.19,1,0.01,-0.44,0
33,4787,10,1,1465.27,1,22,0.08,0.01,1,0.04,0.23,0
66,6481,11,3,1253.73,4,17,0.08,0.16,1,0.05,0.32,0
39,4090,13,1,1502.31,9,37,0.20,0.05,1,0.02,0.21,0
49,4957,13,3,1524.39,3,36,0.13,0.13,1,0.06,-0.13,0
96,5323,19,2,1699.59,7,37,0.05,0.20,1,0.10,0.36,0
80,3878,16,0,883.41,5,41,0.03,0.14,1,0.10,-0.68,0
67,5313,13,0,1479.61,-1,20,0.14,0.11,1,0.01,0.49,0
58,5743,12,2,1940.65,5,20,0.11,0.09,1,0.04,-0.32,0
84,6095,17,3,1146.46,0,22,0.14,0.00,1,0.03,0.67,0
83,4180,10,0,1727.06,8,41,0.08,0.07,1,0.06,0.83,0
50,6038,16,2,1686.48,7,25,0.11,0.04,1,0.06,-0.28,0
79,4329,12,4,1799.46,9,37,0.03,0.16,1,0.07,0.47,0
45,5738,8,3,1496.32,4,52,0.08,0.13,1,0.04,0.02,0
84,3570,10,1,1364.52,2,48,0.18,0.01,1,0.02,-0.60,0
60,3600,12,1,1257.69,7,39,0.18,0.19,1,0.08,0.12,0
56,5291,14,2,1704.65,7,32,0.19,0.07,1,0.03,0.30,0
16,5818,13,2,1621.23,8,22,0.10,0.07,1,0.00,0.62,0
39,5170,9,0,1443.87,7,12,0.17,0.07,1,0.03,0.50,0
53,5994,18,1,1627.86,4,18,0.00,0.07,1,0.04,-0.20,0
54,4929,18,4,1411.21,6,20,0.09,0.03,1,0.05,-0.09,0
68,6668,18,3,1702.36,1,20,0.17,0.10,1,0.02,0.13,0
70,4740,14,1,1745.62,2,37,0.11,0.07,1,0.03,-0.20,0
38,5288,20,1,1633.05,7,10,0.19,0.12,1,0.07,0.66,0
86,3812,13,0,1604.12,2,50,0.05,0.12,1,0.04,0.12,0
28,5740,9,0,1891.20,2,37,0.15,0.19,1,0.02,0.03,0
51,4796,17,1,1366.08,7,18,0.07,0.16,1,0.04,-0.10,0
61,7461,12,2,1276.94,7,27,0.17,0.03,1,0.07,0.05,0
34,4928,10,3,1287.75,4,24,0.00,0.17,1,0.06,0.25,0
59,5986,13,1,1704.93,2,44,0.03,0.10,1,0.02,-0.36,0
64,4319,17,0,1587.73,0,31,0.13,0.04,1,0.05,0.20,0
50,2771,13,3,1296.19,5,31,0.18,0.11,1,0.01,0.45,0
103,6488,11,1,945.75,0,16,0.12,0.05,1,0.04,0.36,0
37,4075,19,3,1445.37,7,37,0.18,0.18,1,0.01,0.04,0
83,5504,17,0,1380.44,5,30,0.08,0.08,1,0.04,0.23,0
45,3852,19,3,1490.27,5,30,0.02,0.03,1,0.04,-0.34,0
57,5417,15,0,1440.63,5,33,0.02,0.00,1,0.05,-0.13,0
70,4307,18,2,1345.83,3,25,0.14,0.03,1,0.05,-0.42,0
75,4464,14,1,1542.83,1,29,0.09,0.17,1,0.06,-0.46,0
69,5139,11,4,1501.47,11,14,0.20,0.14,1,0.03,0.72,0
47,4292,10,1,1873.47,8,9,0.11,0.05,1,0.00,0.16,0
23,5819,20,3,1372.57,5,31,0.16,0.08,1,0.09,0.29,0
114,4395,16,0,1356.12,7,15,0.07,0.00,1,0.10,-0.14,0
87,4602,8,1,1505.97,6,35,0.03,0.10,1,0.06,0.14,0
81,5278,11,3,1330.48,3,31,0.12,0.12,1,0.02,1.40,0
50,6894,11,2,1518.17,8,32,0.12,0.08,1,0.08,0.83,0
99,4652,18,0,1635.09,7,44,0.10,0.19,1,0.08,0.03,0
68,4623,11,2,1401.55,3,42,0.15,0.07,1,0.07,0.03,0
40,5209,19,2,1570.87,8,28,0.13,0.02,1,0.09,0.99,0
92,5506,8,1,1353.58,12,22,0.10,0.18,1,0.10,0.59,0
57,5264,13,2,1336.41,0,20,0.12,0.15,1,0.07,-0.74,0
109,6038,20,3,1589.41,1,61,0.17,0.11,1,0.05,0.01,0
61,5099,13,0,1684.62,5,32,0.04,0.16,1,0.06,-0.12,0
58,3613,20,4,1405.62,10,38,0.09,0.07,1,0.08,0.61,0
81,4344,17,0,1064.88,8,37,0.02,0.19,1,0.10,-0.46,0
69,4911,16,2,1720.84,2,25,0.06,0.12,1,0.02,-0.55,0
83,5154,19,3,1240.33,9,31,0.14,0.17,1,0.08,0.46,0
72,4917,10,1,1445.46,7,35,0.10,0.13,1,0.04,0.33,0
75,8235,10,0,1467.06,1,27,0.10,0.02,1,0.06,-0.12,0
104,6202,11,2,1540.81,7,33,0.13,0.01,1,0.09,-0.51,0
71,5726,14,4,1553.35,8,19,0.18,0.00,1,0.07,-0.75,0
61,5066,14,0,1511.39,3,23,0.08,0.18,1,0.10,-0.14,0
78,4749,15,2,1290.39,5,35,0.16,0.11,1,0.09,-0.82,0
52,5371,8,3,1744.49,6,21,0.13,0.17,1,0.10,-0.49,0
82,4406,17,0,1640.66,9,28,0.19,0.17,1,0.03,-0.30,0
56,3803,9,1,1327.93,4,31,0.19,0.04,1,0.00,0.18,0
1,4297,14,4,1245.51,6,39,0.09,0.18,1,0.02,0.47,0
56,4905,10,1,1337.23,3,28,0.08,0.07,1,0.02,0.84,0
102,4111,12,3,1566.71,5,34,0.12,0.16,1,0.06,-0.25,0
62,5390,17,3,1483.49,5,30,0.03,0.04,1,0.09,0.21,0
64,5777,14,2,1641.07,6,34,0.05,0.15,1,0.05,0.97,0
79,4370,9,4,1530.87,2,34,0.02,0.13,1,0.08,-0.11,0
68,4867,16,4,1556.67,4,55,0.02,0.08,1,0.03,-0.75,0
101,5459,11,1,1493.47,4,37,0.09,0.18,1,0.09,0.16,0
19,3944,16,1,1513.57,6,35,0.02,0.06,1,0.10,0.63,0
48,4723,15,3,1756.65,2,23,0.07,0.02,1,0.06,0.30,0
69,6251,17,1,1338.14,8,35,0.00,0.05,1,0.05,0.28,0
73,5360,16,1,1205.37,4,23,0.14,0.04,1,0.01,0.33,0
43,4021,9,0,1342.26,14,49,0.00,0.20,1,0.06,-0.91,0
62,4541,16,3,1766.92,12,26,0.11,0.12,1,0.03,0.49,0
30,5402,12,3,1717.44,3,29,0.13,0.02,1,0.09,0.42,0
89,5352,16,3,1480.16,0,31,0.06,0.17,1,0.09,0.03,0
43,5759,17,4,1516.51,8,24,0.15,0.15,1,0.09,-0.11,0
75,5538,11,1,1225.72,11,33,0.08,0.02,1,0.03,0.36,0
25,5338,15,4,1533.71,3,20,0.07,0.11,1,0.09,0.59,0
48,4843,14,0,1389.49,5,28,0.17,0.18,1,0.01,-0.04,0
75,4899,19,2,1262.81,7,20,0.10,0.09,1,0.10,-0.18,0
86,5505,15,4,1518.04,8,19,0.11,0.13,1,0.06,0.52,0
60,5032,10,2,1490.47,10,35,0.08,0.08,1,0.07,-0.04,0
70,6175,10,1,1365.77,-2,36,0.04,0.00,1,0.09,-0.51,0
41,4383,9,0,1378.56,-1,20,0.02,0.08,1,0.03,-0.52,0
56,5294,9,0,1865.54,7,29,0.12,0.18,1,0.04,0.22,0
54,4087,8,3,1408.23,8,22,0.05,0.04,1,0.08,-0.44,0
65,3758,17,2,1605.98,6,42,0.17,0.14,1,0.01,-0.20,0
67,4402,9,1,1107.36,6,26,0.08,0.15,1,0.03,-0.24,0
58,6919,16,1,1383.45,0,27,0.10,0.15,1,0.02,-0.34,0
72,3752,18,1,1691.26,5,52,0.13,0.16,1,0.06,-0.01,0
56,4478,18,2,1497.60,8,23,0.07,0.04,1,0.10,-0.11,0
80,5844,13,0,1696.98,4,30,0.12,0.05,1,0.07,-1.02,0
18,6852,17,1,1534.59,4,51,0.18,0.16,1,0.06,0.57,0
52,6556,8,3,1532.25,3,48,0.16,0.10,1,0.05,0.77,0
60,6786,19,2,1281.34,6,33,0.17,0.19,1,0.07,-0.21,0
16,4734,15,1,1332.77,2,21,0.05,0.15,1,0.02,0.35,0
76,6469,13,4,1575.39,2,13,0.09,0.11,1,0.05,0.62,0
38,5487,17,4,1085.05,-2,40,0.16,0.13,1,0.07,-0.04,0
20,4848,8,2,1259.44,8,41,0.02,0.17,1,0.06,-0.23,0
44,4667,20,1,1601.93,2,22,0.10,0.07,1,0.08,0.36,0
51,7312,8,2,1617.07,0,30,0.03,0.10,1,0.01,-0.28,0
41,4845,11,3,1644.29,7,37,0.06,0.10,1,0.01,0.56,0
28,4821,12,2,1344.53,3,6,0.11,0.13,1,0.09,0.35,0
49,4120,10,0,1450.07,-1,34,0.01,0.15,1,0.05,-0.37,0
74,4579,18,2,1593.44,3,38,0.19,0.10,1,0.07,0.42,0
58,6312,14,1,1578.87,8,8,0.01,0.00,1,0.05,-0.67,0
87,4625,15,1,1445.83,12,21,0.03,0.14,1,0.04,-0.18,0
58,5220,13,4,1378.53,3,31,0.03,0.04,1,0.03,0.51,0
25,5931,13,2,1504.80,7,26,0.11,0.17,1,0.09,-0.92,0
62,3264,8,1,1504.42,12,31,0.17,0.16,1,0.02,0.05,0
91,6773,19,3,1497.58,4,27,0.02,0.11,1,0.07,-0.52,0
75,5071,9,3,1400.21,5,42,0.16,0.04,1,0.07,-0.53,0
74,5928,19,0,1722.72,9,28,0.14,0.19,1,0.03,-1.29,0
72,3557,13,2,1435.95,2,24,0.04,0.07,1,0.04,0.09,0
67,7003,9,4,1409.74,6,20,0.14,0.19,1,0.06,-0.21,0
79,7119,15,2,1574.85,10,37,0.16,0.16,1,0.09,0.15,0
61,5162,11,2,1731.83,4,31,0.10,0.07,1,0.01,-0.12,0
42,6157,20,3,1561.07,4,56,0.17,0.01,1,0.04,-0.03,0
70,5483,17,2,1273.53,6,26,0.08,0.01,1,0.05,0.00,0
30,2906,18,0,1698.64,3,44,0.07,0.08,1,0.06,-0.43,0
62,4600,17,4,1438.16,6,52,0.11,0.13,1,0.09,-0.24,0
60,6683,16,4,1220.52,5,21,0.01,0.17,1,0.02,-0.05,0
37,5241,20,4,1481.57,4,20,0.11,0.17,1,0.02,-0.39,0
54,5145,13,3,849.24,3,21,0.10,0.11,1,0.05,0.17,0
53,5048,20,0,1314.02,6,48,0.14,0.02,1,0.06,0.91,0
61,3186,18,4,1306.52,6,34,0.03,0.17,1,0.07,0.04,0
45,5934,16,1,1389.13,7,31,0.02,0.16,1,0.06,-0.32,0
66,5391,16,3,1703.01,3,34,0.15,0.00,1,0.09,-0.04,0
73,5407,17,3,1174.06,1,19,0.12,0.18,1,0.03,-0.39,0
68,4614,20,4,1395.15,4,52,0.10,0.12,1,0.02,0.40,0
102,4727,14,3,1335.59,11,18,0.08,0.00,1,0.07,-0.53,0
52,5991,19,3,1249.44,8,32,0.17,0.06,1,0.03,0.01,0
9,4565,13,4,1663.53,7,41,0.03,0.06,1,0.00,-0.86,0
50,6403,18,4,1609.08,7,21,0.19,0.14,1,0.08,-0.29,0
54,5163,8,0,1377.21,5,22,0.02,0.13,1,0.02,-0.48,0
71,4704,14,4,1363.00,4,38,0.05,0.11,1,0.02,0.08,0
42,5312,9,1,1626.59,10,29,0.13,0.16,1,0.09,-0.08,0
26,4066,20,0,1845.96,3,24,0.10,0.13,1,0.06,0.40,0
77,4342,10,3,1345.31,2,18,0.04,0.00,1,0.05,0.35,0
30,4600,14,0,1720.58,4,37,0.00,0.19,1,0.03,0.21,0
17,4579,15,0,1536.41,7,21,0.20,0.11,1,0.07,-0.04,0
83,2774,14,1,1282.49,4,28,0.10,0.08,1,0.00,-0.24,0
79,4078,10,1,1361.52,5,34,0.15,0.16,1,0.09,-0.27,0
72,4752,18,1,1318.45,4,16,0.11,0.19,1,0.06,0.34,0
56,5711,17,3,1480.36,8,45,0.18,0.02,1,0.03,0.40,0
76,4801,17,4,1406.02,6,39,0.09,0.10,1,0.09,-0.55,0
68,5530,10,2,1201.76,2,25,0.10,0.03,1,0.08,0.09,0
71,2689,15,2,1564.85,8,35,0.18,0.13,1,0.04,-0.02,0
84,6901,14,2,1280.51,0,12,0.05,0.15,1,0.05,0.90,0
56,4392,16,0,1282.79,8,30,0.07,0.11,1,0.08,-0.10,0
54,6118,19,4,1531.32,3,22,0.03,0.14,1,0.08,-1.06,0
65,4376,20,0,1198.67,5,24,0.08,0.12,1,0.04,-0.13,0
81,5875,12,0,1301.26,3,45,0.10,0.00,1,0.06,0.84,0
56,5516,17,4,1252.43,4,29,0.13,0.10,1,0.05,-1.26,0
72,4691,16,2,1393.25,4,35,0.17,0.12,1,0.07,0.10,0
90,6125,15,0,1769.16,0,30,0.17,0.10,1,0.06,-0.27,0
72,4401,19,2,1618.29,6,35,0.14,0.03,1,0.07,0.23,0
56,5948,20,1,1360.00,3,24,0.18,0.14,1,0.07,-0.32,0
49,6171,11,0,1767.30,3,33,0.19,0.10,1,0.04,-0.10,0
60,3174,16,3,1401.18,9,16,0.07,0.02,1,0.10,-0.30,0
39,5205,20,3,1777.20,12,31,0.03,0.01,1,0.04,-0.38,0
43,5273,15,0,1208.09,4,21,0.01,0.10,1,0.02,0.01,0
57,4134,13,2,1604.94,7,36,0.07,0.04,1,0.07,0.69,0
60,5178,9,1,876.98,4,31,0.07,0.15,1,0.09,-1.31,0
54,5407,13,2,1182.33,2,21,0.01,0.07,1,0.07,0.54,0
82,3534,10,4,1385.21,7,34,0.08,0.15,1,0.07,0.34,0
62,4771,11,0,1698.78,0,48,0.11,0.09,1,0.08,-0.32,0
73,5843,18,0,1317.35,4,45,0.05,0.05,1,0.06,-0.56,0
90,5340,20,2,1323.93,11,33,0.20,0.16,1,0.00,0.43,0
75,3190,19,2,1730.28,6,22,0.01,0.11,1,0.07,-0.29,0
81,3431,13,3,1253.99,4,11,0.02,0.08,1,0.02,0.64,0
39,6426,16,3,1306.83,3,45,0.06,0.02,1,0.07,0.29,0
43,4485,20,1,1608.18,0,30,0.02,0.06,1,0.07,-0.01,0
63,4098,18,2,1329.42,4,32,0.09,0.17,1,0.01,-0.25,0
51,4192,16,2,1283.18,0,25,0.19,0.11,1,0.08,-0.12,0
64,7132,17,1,1383.58,2,43,0.14,0.13,1,0.01,0.29,0
53,4879,14,1,1429.66,2,32,0.01,0.19,1,0.08,0.57,0
18,4183,15,4,1606.52,11,31,0.07,0.05,1,0.01,0.68,0
80,5089,12,3,1261.39,1,29,0.04,0.19,1,0.08,0.57,0
43,5492,13,2,1645.00,7,22,0.06,0.12,1,0.02,-0.43,0
66,4316,12,3,1767.22,6,28,0.15,0.14,1,0.08,-0.09,0
71,4799,15,0,1563.02,8,14,0.01,0.07,1,0.05,-0.21,0
81,6361,20,4,1281.88,4,21,0.19,0.06,1,0.03,-0.25,0
69,6004,11,1,1540.82,5,33,0.13,0.13,1,0.01,0.59,0
15,5638,13,3,1291.33,7,20,0.12,0.08,1,0.04,-0.06,0
67,6361,8,3,1480.66,8,17,0.07,0.02,1,0.09,0.52,0
44,5173,16,3,1746.38,4,25,0.15,0.14,1,0.06,-0.27,0
54,5480,10,4,1265.09,5,21,0.16,0.03,1,0.05,0.62,0
41,5019,16,4,1682.65,5,39,0.04,0.13,1,0.09,-0.39,0
73,4706,14,4,1573.50,4,43,0.15,0.02,1,0.10,0.22,0
64,5099,9,1,1597.96,6,34,0.05,0.06,1,0.09,-0.05,0
68,4452,18,4,1064.11,0,32,0.11,0.05,1,0.06,0.43,0
22,6383,18,4,1506.24,7,9,0.04,0.06,1,0.08,1.05,0
80,4877,9,4,1276.56,3,23,0.08,0.13,1,0.10,0.02,0
33,4666,20,3,1563.74,6,25,0.20,0.03,1,0.07,-0.68,0
60,3396,9,2,1376.09,9,27,0.15,0.17,1,0.05,-0.54,0
82,5306,19,2,1651.64,7,27,0.19,0.04,1,0.08,-0.54,0
41,3859,14,0,1923.67,5,42,0.09,0.09,1,0.09,-0.58,0
60,6184,13,2,1463.52,8,33,0.15,0.15,1,0.08,-0.11,0
87,5028,14,4,1199.46,0,31,0.17,0.13,1,0.06,0.50,0
113,5062,20,4,1213.42,2,23,0.17,0.15,1,0.02,0.17,0
79,6220,19,2,1357.46,4,23,0.16,0.15,1,0.09,-0.65,0
39,5966,12,1,1252.69,5,16,0.13,0.17,1,0.02,0.56,0
61,5763,10,2,1533.03,1,44,0.12,0.10,1,0.09,-0.24,0
34,4436,11,4,1435.82,3,18,0.17,0.16,1,0.02,-0.03,0
44,4735,18,0,1311.07,-1,18,0.15,0.15,1,0.05,-0.55,0
63,7141,17,0,1406.15,3,33,0.01,0.07,1,0.02,0.10,0
68,5346,13,4,1548.50,9,35,0.12,0.19,1,0.02,0.32,0
57,5605,9,0,1462.22,2,42,0.04,0.10,1,0.10,-0.07,0
63,5341,20,4,1551.39,3,22,0.02,0.02,1,0.07,0.11,0
58,3857,15,2,1644.93,8,1,0.08,0.17,1,0.03,0.64,0
78,4134,8,1,1350.19,8,29,0.08,0.07,1,0.08,0.03,0
59,5507,8,2,1500.13,10,29,0.10,0.17,1,0.09,-0.09,0
73,5181,11,3,1685.66,7,46,0.19,0.15,1,0.03,-0.10,0
77,5127,12,1,1542.74,3,31,0.06,0.03,1,0.08,-0.31,0
46,4307,20,2,1477.05,7,19,0.19,0.04,1,0.07,-0.45,0
82,4394,12,3,1402.72,9,26,0.07,0.01,1,0.01,0.17,0
